,invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,revenue,net_profit,region
5477,5478,WALM076,Huntsville,Fashion accessories,82.0,2.0,2020-11-23,1900-01-01 20:28:00,Credit card,6.0,0.33,164.0,54.12,Central Texas
5478,5479,WALM043,Baytown,Home and lifestyle,43.0,1.0,2021-09-12,1900-01-01 19:04:00,Credit card,5.0,0.48,43.0,20.64,Greater Houston
5479,5480,WALM041,Mission,Fashion accessories,53.0,2.0,2020-11-12,1900-01-01 20:35:00,Ewallet,4.0,0.48,106.0,50.88,South Texas
5480,5481,WALM023,Midland,Home and lifestyle,28.0,3.0,2022-09-11,1900-01-01 20:14:00,Credit card,6.0,0.48,84.0,40.32,West Texas
5481,5482,WALM067,Haltom City,Fashion accessories,81.0,1.0,2021-02-11,1900-01-01 15:57:00,Credit card,3.0,0.33,81.0,26.73,DFW Metroplex
5482,5483,WALM027,Abilene,Home and lifestyle,29.0,2.0,2023-12-22,1900-01-01 18:52:00,Credit card,6.0,0.48,58.0,27.84,West Texas
5483,5484,WALM016,Brownsville,Fashion accessories,58.0,1.0,2022-08-11,1900-01-01 16:00:00,Credit card,6.0,0.48,58.0,27.84,South Texas
5484,5485,WALM068,Burleson,Home and lifestyle,26.0,2.0,2020-12-28,1900-01-01 17:12:00,Credit card,7.0,0.33,52.0,17.16,DFW Metroplex
5485,5486,WALM076,Huntsville,Fashion accessories,56.0,2.0,2020-12-19,1900-01-01 19:55:00,Credit card,4.0,0.33,112.0,36.96,Central Texas
5486,5487,WALM033,Pearland,Home and lifestyle,59.0,3.0,2021-11-25,1900-01-01 18:31:00,Credit card,4.0,0.48,177.0,84.96,Greater Houston
5487,5488,WALM051,New Braunfels,Fashion accessories,22.0,3.0,2020-09-12,1900-01-01 20:11:00,Credit card,3.0,0.57,66.0,37.62,Central Texas
5488,5489,WALM008,Corpus Christi,Home and lifestyle,30.0,3.0,2023-12-11,1900-01-01 17:26:00,Credit card,3.0,0.48,90.0,43.2,
5489,5490,WALM040,Edinburg,Fashion accessories,23.0,1.0,2020-11-30,1900-01-01 20:49:00,Credit card,5.0,0.48,23.0,11.04,
5490,5491,WALM097,Alice,Home and lifestyle,83.0,1.0,2022-11-25,1900-01-01 16:49:00,Credit card,7.0,0.18,83.0,14.94,South Texas
5491,5492,WALM017,McKinney,Fashion accessories,60.0,3.0,2023-12-20,1900-01-01 19:18:00,Credit card,7.0,0.48,180.0,86.4,DFW Metroplex
5492,5493,WALM030,Richardson,Home and lifestyle,74.0,2.0,2023-07-11,1900-01-01 20:30:00,Credit card,7.0,0.48,148.0,71.04,DFW Metroplex
5493,5494,WALM048,Harlingen,Fashion accessories,60.0,1.0,2020-11-26,1900-01-01 20:34:00,Credit card,7.0,0.48,60.0,28.8,South Texas
5494,5495,WALM072,Lancaster,Home and lifestyle,38.0,2.0,2022-12-13,1900-01-01 18:55:00,Credit card,3.0,0.33,76.0,25.08,DFW Metroplex
5495,5496,WALM071,Lufkin,Fashion accessories,82.0,1.0,2023-11-26,1900-01-01 17:25:00,Credit card,4.0,0.33,82.0,27.06,East Texas
5496,5497,WALM067,Haltom City,Home and lifestyle,44.0,3.0,2023-05-11,1900-01-01 18:03:00,Credit card,4.0,0.33,132.0,43.56,DFW Metroplex
5497,5498,WALM047,Flower Mound,Fashion accessories,85.0,2.0,2023-11-17,1900-01-01 19:31:00,Credit card,7.0,0.48,170.0,81.6,DFW Metroplex
5498,5499,WALM058,Port Arthur,Home and lifestyle,46.0,2.0,2020-09-11,1900-01-01 17:49:00,Credit card,7.0,0.33,92.0,30.36,Greater Houston
5499,5500,WALM088,Cleburne,Fashion accessories,41.0,1.0,2022-01-12,1900-01-01 19:50:00,Credit card,7.0,0.33,41.0,13.53,DFW Metroplex
5500,5501,WALM066,Grapevine,Home and lifestyle,73.0,1.0,2020-11-30,1900-01-01 20:48:00,Credit card,3.0,0.33,73.0,24.09,DFW Metroplex
5501,5502,WALM051,New Braunfels,Fashion accessories,59.0,3.0,2021-11-29,1900-01-01 20:56:00,Credit card,6.0,0.57,177.0,100.89,Central Texas
5502,5503,WALM091,Little Elm,Home and lifestyle,45.0,2.0,2022-12-20,1900-01-01 20:24:00,Credit card,4.0,0.33,90.0,29.7,DFW Metroplex
5503,5504,WALM048,Harlingen,Fashion accessories,37.0,1.0,2020-11-16,1900-01-01 18:15:00,Credit card,4.0,0.48,37.0,17.76,South Texas
5504,5505,WALM041,Mission,Home and lifestyle,23.0,2.0,2022-12-20,1900-01-01 20:39:00,Ewallet,5.0,0.48,46.0,22.08,South Texas
5505,5506,WALM036,Allen,Fashion accessories,53.0,1.0,2022-12-11,1900-01-01 18:49:00,Credit card,4.0,0.48,53.0,25.44,DFW Metroplex
5506,5507,WALM048,Harlingen,Home and lifestyle,81.0,1.0,2021-12-19,1900-01-01 20:45:00,Credit card,5.0,0.48,81.0,38.88,South Texas
5507,5508,WALM034,College Station,Fashion accessories,59.0,2.0,2022-03-11,1900-01-01 16:24:00,Credit card,5.0,0.48,118.0,56.64,Central Texas
5508,5509,WALM061,Cedar Park,Home and lifestyle,17.0,2.0,2022-11-30,1900-01-01 16:32:00,Credit card,6.0,0.33,34.0,11.22,Central Texas
5509,5510,WALM026,Denton,Fashion accessories,55.0,1.0,2023-01-12,1900-01-01 19:26:00,Credit card,6.0,0.48,55.0,26.4,DFW Metroplex
5510,5511,WALM014,Amarillo,Home and lifestyle,29.0,1.0,2020-07-12,1900-01-01 18:57:00,Credit card,6.0,0.48,29.0,13.92,West Texas
5511,5512,WALM088,Cleburne,Fashion accessories,60.0,1.0,2021-10-12,1900-01-01 17:20:00,Credit card,3.0,0.33,60.0,19.8,DFW Metroplex
5512,5513,WALM014,Amarillo,Home and lifestyle,15.0,2.0,2023-12-25,1900-01-01 19:05:00,Credit card,6.0,0.48,30.0,14.4,West Texas
5513,5514,WALM036,Allen,Fashion accessories,64.0,3.0,2023-11-16,1900-01-01 16:53:00,Credit card,7.0,0.48,192.0,92.16,DFW Metroplex
5514,5515,WALM083,Farmers Branch,Home and lifestyle,56.0,2.0,2021-11-15,1900-01-01 15:43:00,Credit card,7.0,0.33,112.0,36.96,DFW Metroplex
5515,5516,WALM040,Edinburg,Fashion accessories,30.0,3.0,2022-10-12,1900-01-01 19:59:00,Credit card,6.0,0.48,90.0,43.2,
5516,5517,WALM040,Edinburg,Home and lifestyle,78.0,2.0,2023-06-11,1900-01-01 18:16:00,Credit card,5.0,0.48,156.0,74.88,
5517,5518,WALM071,Lufkin,Fashion accessories,62.0,2.0,2020-11-14,1900-01-01 17:56:00,Credit card,4.0,0.33,124.0,40.92,East Texas
5518,5519,WALM095,Big Spring,Home and lifestyle,30.0,3.0,2021-12-15,1900-01-01 16:57:00,Credit card,4.0,0.33,90.0,29.7,West Texas
5519,5520,WALM098,Mineral Wells,Fashion accessories,15.0,2.0,2022-11-24,1900-01-01 17:36:00,Credit card,3.0,0.18,30.0,5.4,Central Texas
5520,5521,WALM021,McAllen,Home and lifestyle,39.0,3.0,2021-12-16,1900-01-01 17:04:00,Credit card,4.0,0.48,117.0,56.16,South Texas
5521,5522,WALM067,Haltom City,Fashion accessories,71.0,3.0,2022-05-11,1900-01-01 18:34:00,Credit card,7.0,0.33,213.0,70.29,DFW Metroplex
5522,5523,WALM048,Harlingen,Home and lifestyle,46.0,3.0,2020-11-16,1900-01-01 15:28:00,Credit card,7.0,0.48,138.0,66.24,South Texas
5523,5524,WALM098,Mineral Wells,Fashion accessories,75.0,2.0,2022-12-31,1900-01-01 20:39:00,Credit card,3.0,0.18,150.0,27.0,Central Texas
5524,5525,WALM097,Alice,Home and lifestyle,82.0,3.0,2020-11-27,1900-01-01 19:36:00,Credit card,7.0,0.18,246.0,44.28,South Texas
5525,5526,WALM018,Frisco,Fashion accessories,84.0,1.0,2021-12-14,1900-01-01 17:36:00,Credit card,5.0,0.48,84.0,40.32,DFW Metroplex
5526,5527,WALM048,Harlingen,Home and lifestyle,38.0,2.0,2023-01-12,1900-01-01 15:09:00,Credit card,7.0,0.48,76.0,36.48,South Texas
5527,5528,WALM010,Laredo,Fashion accessories,84.0,3.0,2020-11-26,1900-01-01 16:58:00,Credit card,4.0,0.48,252.0,120.96,South Texas
5528,5529,WALM053,Conroe,Home and lifestyle,67.0,3.0,2021-12-31,1900-01-01 19:41:00,Credit card,3.0,0.57,201.0,114.57,Greater Houston
5529,5530,WALM004,Austin,Fashion accessories,22.0,3.0,2020-12-27,1900-01-01 20:59:00,Credit card,7.0,0.48,66.0,31.68,Central Texas
5530,5531,WALM045,Missouri City,Home and lifestyle,20.0,1.0,2020-11-16,1900-01-01 16:40:00,Credit card,7.0,0.48,20.0,9.6,Greater Houston
5531,5532,WALM067,Haltom City,Fashion accessories,53.0,3.0,2020-09-11,1900-01-01 16:14:00,Credit card,5.0,0.33,159.0,52.47,DFW Metroplex
5532,5533,WALM061,Cedar Park,Home and lifestyle,44.0,3.0,2023-12-19,1900-01-01 20:39:00,Credit card,3.0,0.33,132.0,43.56,Central Texas
5533,5534,WALM052,Mansfield,Fashion accessories,42.0,3.0,2020-11-22,1900-01-01 20:13:00,Credit card,3.0,0.57,126.0,71.82,DFW Metroplex
5534,5535,WALM042,Bryan,Home and lifestyle,28.0,3.0,2021-03-12,1900-01-01 16:19:00,Credit card,5.0,0.48,84.0,40.32,Central Texas
5535,5536,WALM079,La Porte,Fashion accessories,72.0,3.0,2020-09-11,1900-01-01 17:02:00,Credit card,5.0,0.33,216.0,71.28,Greater Houston
5536,5537,WALM015,Grand Prairie,Home and lifestyle,22.0,2.0,2021-11-21,1900-01-01 15:18:00,Credit card,3.0,0.48,44.0,21.12,DFW Metroplex
5537,5538,WALM060,DeSoto,Fashion accessories,75.0,1.0,2023-12-27,1900-01-01 17:21:00,Credit card,5.0,0.33,75.0,24.75,DFW Metroplex
5538,5539,WALM076,Huntsville,Home and lifestyle,76.0,3.0,2020-10-11,1900-01-01 15:12:00,Credit card,6.0,0.33,228.0,75.24,Central Texas
5539,5540,WALM072,Lancaster,Fashion accessories,30.0,1.0,2023-12-15,1900-01-01 17:35:00,Credit card,4.0,0.33,30.0,9.9,DFW Metroplex
5540,5541,WALM008,Corpus Christi,Home and lifestyle,85.0,3.0,2021-11-17,1900-01-01 16:38:00,Credit card,3.0,0.48,255.0,122.4,
5541,5542,WALM015,Grand Prairie,Fashion accessories,49.0,2.0,2023-11-19,1900-01-01 20:41:00,Credit card,7.0,0.48,98.0,47.04,DFW Metroplex
5542,5543,WALM036,Allen,Home and lifestyle,54.0,2.0,2020-12-20,1900-01-01 18:47:00,Credit card,5.0,0.48,108.0,51.84,DFW Metroplex
5543,5544,WALM072,Lancaster,Fashion accessories,48.0,3.0,2021-12-22,1900-01-01 20:27:00,Credit card,6.0,0.33,144.0,47.52,DFW Metroplex
5544,5545,WALM063,Georgetown,Home and lifestyle,48.0,1.0,2021-11-20,1900-01-01 15:49:00,Credit card,5.0,0.33,48.0,15.84,Central Texas
5545,5546,WALM006,El Paso,Fashion accessories,85.0,2.0,2023-12-29,1900-01-01 17:12:00,Credit card,6.0,0.48,170.0,81.6,Far West Texas
5546,5547,WALM045,Missouri City,Home and lifestyle,68.0,2.0,2022-12-17,1900-01-01 16:03:00,Credit card,3.0,0.48,136.0,65.28,Greater Houston
5547,5548,WALM062,Galveston,Fashion accessories,29.0,1.0,2020-01-12,1900-01-01 18:19:00,Credit card,6.0,0.33,29.0,9.57,Greater Houston
5548,5549,WALM049,North Richland Hills,Home and lifestyle,72.0,3.0,2020-11-20,1900-01-01 17:41:00,Credit card,4.0,0.48,216.0,103.68,DFW Metroplex
5549,5550,WALM039,Longview,Fashion accessories,44.0,1.0,2022-08-12,1900-01-01 15:57:00,Credit card,5.0,0.48,44.0,21.12,East Texas
5550,5551,WALM080,Nacogdoches,Home and lifestyle,47.0,1.0,2021-11-25,1900-01-01 16:04:00,Credit card,5.0,0.33,47.0,15.51,East Texas
5551,5552,WALM011,Lubbock,Fashion accessories,84.0,2.0,2022-07-12,1900-01-01 17:16:00,Credit card,3.0,0.48,168.0,80.64,West Texas
5552,5553,WALM090,Brownwood,Home and lifestyle,20.0,3.0,2023-01-11,1900-01-01 19:47:00,Credit card,7.0,0.33,60.0,19.8,
5553,5554,WALM047,Flower Mound,Fashion accessories,67.0,3.0,2021-12-19,1900-01-01 19:27:00,Credit card,4.0,0.48,201.0,96.48,DFW Metroplex
5554,5555,WALM067,Haltom City,Home and lifestyle,63.0,1.0,2023-11-20,1900-01-01 16:37:00,Credit card,5.0,0.33,63.0,20.79,DFW Metroplex
5555,5556,WALM015,Grand Prairie,Fashion accessories,35.0,1.0,2022-11-22,1900-01-01 16:15:00,Credit card,3.0,0.48,35.0,16.8,DFW Metroplex
5556,5557,WALM051,New Braunfels,Home and lifestyle,76.0,3.0,2021-11-30,1900-01-01 19:46:00,Credit card,6.0,0.48,228.0,109.44,Central Texas
5557,5558,WALM094,Alamo,Fashion accessories,45.0,1.0,2020-12-14,1900-01-01 20:46:00,Credit card,3.0,0.33,45.0,14.85,South Texas
5558,5559,WALM018,Frisco,Home and lifestyle,34.0,2.0,2022-03-12,1900-01-01 18:49:00,Credit card,3.0,0.48,68.0,32.64,DFW Metroplex
5559,5560,WALM014,Amarillo,Fashion accessories,34.0,1.0,2023-11-22,1900-01-01 19:45:00,Credit card,3.0,0.48,34.0,16.32,West Texas
5560,5561,WALM014,Amarillo,Home and lifestyle,73.0,1.0,2022-11-26,1900-01-01 19:00:00,Credit card,5.0,0.48,73.0,35.04,West Texas
5561,5562,WALM021,McAllen,Fashion accessories,39.0,1.0,2022-12-22,1900-01-01 17:51:00,Credit card,3.0,0.48,39.0,18.72,South Texas
5562,5563,WALM037,League City,Home and lifestyle,43.0,3.0,2021-01-11,1900-01-01 18:44:00,Credit card,3.0,0.48,129.0,61.92,Greater Houston
5563,5564,WALM090,Brownwood,Fashion accessories,47.0,2.0,2022-12-27,1900-01-01 15:30:00,Credit card,5.0,0.33,94.0,31.02,
5564,5565,WALM049,North Richland Hills,Home and lifestyle,17.0,3.0,2020-12-29,1900-01-01 20:01:00,Credit card,7.0,0.48,51.0,24.48,DFW Metroplex
5565,5566,WALM002,Dallas,Fashion accessories,26.0,1.0,2022-05-11,1900-01-01 18:40:00,Credit card,4.0,0.36,26.0,9.36,DFW Metroplex
5566,5567,WALM027,Abilene,Home and lifestyle,16.0,1.0,2020-11-12,1900-01-01 18:16:00,Credit card,5.0,0.48,16.0,7.68,West Texas
5567,5568,WALM096,Eagle Pass,Fashion accessories,15.0,3.0,2020-04-12,1900-01-01 16:09:00,Credit card,3.0,0.18,45.0,8.1,South Texas
5568,5569,WALM095,Big Spring,Home and lifestyle,29.0,2.0,2021-12-30,1900-01-01 19:58:00,Credit card,6.0,0.33,58.0,19.14,West Texas
5569,5570,WALM063,Georgetown,Fashion accessories,40.0,2.0,2022-02-11,1900-01-01 19:28:00,Credit card,5.0,0.33,80.0,26.4,Central Texas
5570,5571,WALM009,Plano,Home and lifestyle,60.0,3.0,2023-12-31,1900-01-01 15:48:00,Credit card,7.0,0.48,180.0,86.4,DFW Metroplex
5571,5572,WALM011,Lubbock,Fashion accessories,41.0,2.0,2022-12-31,1900-01-01 20:04:00,Credit card,6.0,0.48,82.0,39.36,West Texas
5572,5573,WALM090,Brownwood,Home and lifestyle,65.0,3.0,2020-12-19,1900-01-01 18:20:00,Credit card,7.0,0.33,195.0,64.35,
5573,5574,WALM001,Houston,Fashion accessories,16.0,1.0,2020-12-25,1900-01-01 18:58:00,Credit card,6.0,0.36,16.0,5.76,Greater Houston
5574,5575,WALM066,Grapevine,Home and lifestyle,31.0,3.0,2021-12-17,1900-01-01 16:47:00,Credit card,6.0,0.33,93.0,30.69,DFW Metroplex
5575,5576,WALM036,Allen,Fashion accessories,78.0,3.0,2020-11-18,1900-01-01 15:04:00,Credit card,3.0,0.48,234.0,112.32,DFW Metroplex
5576,5577,WALM079,La Porte,Home and lifestyle,15.0,3.0,2023-12-15,1900-01-01 16:05:00,Credit card,4.0,0.33,45.0,14.85,Greater Houston
5577,5578,WALM016,Brownsville,Fashion accessories,63.0,3.0,2021-11-29,1900-01-01 17:48:00,Credit card,5.0,0.48,189.0,90.72,South Texas
5578,5579,WALM041,Mission,Home and lifestyle,29.0,2.0,2023-11-29,1900-01-01 19:29:00,Ewallet,3.0,0.48,58.0,27.84,South Texas
5579,5580,WALM085,Kerrville,Fashion accessories,48.0,2.0,2022-11-19,1900-01-01 19:06:00,Credit card,6.0,0.33,96.0,31.68,Central Texas
5580,5581,WALM008,Corpus Christi,Home and lifestyle,37.0,1.0,2023-11-21,1900-01-01 20:27:00,Credit card,3.0,0.48,37.0,17.76,
5581,5582,WALM020,Killeen,Fashion accessories,75.0,2.0,2020-10-11,1900-01-01 19:45:00,Credit card,5.0,0.48,150.0,72.0,Central Texas
5582,5583,WALM022,Mesquite,Home and lifestyle,73.0,2.0,2021-11-14,1900-01-01 16:15:00,Credit card,3.0,0.48,146.0,70.08,DFW Metroplex
5583,5584,WALM019,Pasadena,Fashion accessories,41.0,3.0,2020-01-11,1900-01-01 17:32:00,Credit card,6.0,0.48,123.0,59.04,Greater Houston
5584,5585,WALM014,Amarillo,Home and lifestyle,41.0,1.0,2022-05-12,1900-01-01 16:29:00,Credit card,3.0,0.48,41.0,19.68,West Texas
5585,5586,WALM090,Brownwood,Fashion accessories,52.0,2.0,2021-12-27,1900-01-01 15:44:00,Credit card,5.0,0.33,104.0,34.32,
5586,5587,WALM068,Burleson,Home and lifestyle,68.0,2.0,2021-06-12,1900-01-01 16:28:00,Credit card,3.0,0.33,136.0,44.88,DFW Metroplex
5587,5588,WALM072,Lancaster,Fashion accessories,46.0,1.0,2020-11-15,1900-01-01 17:35:00,Credit card,4.0,0.33,46.0,15.18,DFW Metroplex
5588,5589,WALM070,Hurst,Home and lifestyle,79.0,3.0,2020-11-27,1900-01-01 15:24:00,Credit card,7.0,0.33,237.0,78.21,DFW Metroplex
5589,5590,WALM037,League City,Fashion accessories,19.0,1.0,2022-12-27,1900-01-01 20:53:00,Credit card,4.0,0.48,19.0,9.12,Greater Houston
5590,5591,WALM091,Little Elm,Home and lifestyle,62.0,2.0,2020-11-18,1900-01-01 17:27:00,Credit card,7.0,0.33,124.0,40.92,DFW Metroplex
5591,5592,WALM014,Amarillo,Fashion accessories,84.0,2.0,2022-11-25,1900-01-01 16:21:00,Credit card,3.0,0.48,168.0,80.64,West Texas
5592,5593,WALM044,Pharr,Home and lifestyle,22.0,1.0,2021-02-11,1900-01-01 15:24:00,Credit card,4.0,0.48,22.0,10.56,South Texas
5593,5594,WALM093,Angleton,Fashion accessories,41.0,3.0,2022-05-12,1900-01-01 16:45:00,Credit card,4.0,0.33,123.0,40.59,Greater Houston
5594,5595,WALM067,Haltom City,Home and lifestyle,57.0,3.0,2023-12-23,1900-01-01 15:50:00,Credit card,7.0,0.33,171.0,56.43,DFW Metroplex
5595,5596,WALM007,Arlington,Fashion accessories,48.0,1.0,2022-12-30,1900-01-01 20:30:00,Credit card,5.0,0.48,48.0,23.04,DFW Metroplex
5596,5597,WALM060,DeSoto,Home and lifestyle,39.0,3.0,2020-06-12,1900-01-01 19:42:00,Credit card,3.0,0.33,117.0,38.61,DFW Metroplex
5597,5598,WALM081,Friendswood,Fashion accessories,60.0,1.0,2023-10-11,1900-01-01 16:55:00,Credit card,3.0,0.33,60.0,19.8,Greater Houston
5598,5599,WALM091,Little Elm,Home and lifestyle,43.0,1.0,2023-12-28,1900-01-01 16:39:00,Credit card,3.0,0.33,43.0,14.19,DFW Metroplex
5599,5600,WALM060,DeSoto,Fashion accessories,76.0,2.0,2023-12-19,1900-01-01 17:25:00,Credit card,3.0,0.33,152.0,50.16,DFW Metroplex
5600,5601,WALM060,DeSoto,Home and lifestyle,81.0,3.0,2022-06-11,1900-01-01 15:22:00,Credit card,6.0,0.33,243.0,80.19,DFW Metroplex
5601,5602,WALM066,Grapevine,Fashion accessories,62.0,1.0,2020-06-11,1900-01-01 17:00:00,Credit card,5.0,0.33,62.0,20.46,DFW Metroplex
5602,5603,WALM022,Mesquite,Home and lifestyle,51.0,1.0,2021-12-25,1900-01-01 15:06:00,Credit card,3.0,0.48,51.0,24.48,DFW Metroplex
5603,5604,WALM062,Galveston,Fashion accessories,34.0,1.0,2022-08-11,1900-01-01 17:24:00,Credit card,5.0,0.33,34.0,11.22,Greater Houston
5604,5605,WALM033,Pearland,Home and lifestyle,39.0,3.0,2023-06-12,1900-01-01 20:45:00,Credit card,3.0,0.48,117.0,56.16,Greater Houston
5605,5606,WALM012,Garland,Fashion accessories,64.0,3.0,2021-12-22,1900-01-01 16:32:00,Credit card,7.0,0.48,192.0,92.16,DFW Metroplex
5606,5607,WALM093,Angleton,Home and lifestyle,82.0,1.0,2021-11-27,1900-01-01 20:18:00,Credit card,3.0,0.33,82.0,27.06,Greater Houston
5607,5608,WALM015,Grand Prairie,Fashion accessories,23.0,1.0,2021-11-25,1900-01-01 17:57:00,Credit card,5.0,0.48,23.0,11.04,DFW Metroplex
5608,5609,WALM062,Galveston,Home and lifestyle,75.0,2.0,2021-01-12,1900-01-01 19:54:00,Credit card,6.0,0.33,150.0,49.5,Greater Houston
5609,5610,WALM088,Cleburne,Fashion accessories,45.0,2.0,2021-05-11,1900-01-01 16:58:00,Credit card,7.0,0.33,90.0,29.7,DFW Metroplex
5610,5611,WALM096,Eagle Pass,Home and lifestyle,28.0,3.0,2023-12-25,1900-01-01 16:28:00,Credit card,6.0,0.18,84.0,15.12,South Texas
5611,5612,WALM022,Mesquite,Fashion accessories,77.0,3.0,2023-07-11,1900-01-01 19:56:00,Credit card,6.0,0.48,231.0,110.88,DFW Metroplex
5612,5613,WALM097,Alice,Home and lifestyle,28.0,1.0,2021-11-12,1900-01-01 19:17:00,Credit card,5.0,0.18,28.0,5.04,South Texas
5613,5614,WALM030,Richardson,Fashion accessories,29.0,2.0,2023-05-11,1900-01-01 19:20:00,Credit card,5.0,0.48,58.0,27.84,DFW Metroplex
5614,5615,WALM017,McKinney,Home and lifestyle,42.0,3.0,2023-04-12,1900-01-01 16:02:00,Credit card,3.0,0.48,126.0,60.48,DFW Metroplex
5615,5616,WALM015,Grand Prairie,Fashion accessories,62.0,1.0,2022-09-11,1900-01-01 18:57:00,Credit card,5.0,0.48,62.0,29.76,DFW Metroplex
5616,5617,WALM058,Port Arthur,Home and lifestyle,32.0,1.0,2022-09-11,1900-01-01 15:15:00,Credit card,5.0,0.33,32.0,10.56,Greater Houston
5617,5618,WALM060,DeSoto,Fashion accessories,82.0,1.0,2022-08-12,1900-01-01 18:24:00,Credit card,6.0,0.33,82.0,27.06,DFW Metroplex
5618,5619,WALM083,Farmers Branch,Home and lifestyle,41.0,2.0,2021-12-28,1900-01-01 15:06:00,Credit card,3.0,0.33,82.0,27.06,DFW Metroplex
5619,5620,WALM024,Carrollton,Fashion accessories,27.0,1.0,2022-12-13,1900-01-01 19:42:00,Credit card,7.0,0.48,27.0,12.96,DFW Metroplex
5620,5621,WALM024,Carrollton,Home and lifestyle,82.0,3.0,2021-11-16,1900-01-01 15:34:00,Credit card,4.0,0.48,246.0,118.08,DFW Metroplex
5621,5622,WALM077,Coppell,Fashion accessories,31.0,3.0,2020-12-30,1900-01-01 16:10:00,Credit card,3.0,0.33,93.0,30.69,DFW Metroplex
5622,5623,WALM004,Austin,Home and lifestyle,20.0,1.0,2022-12-24,1900-01-01 18:28:00,Credit card,7.0,0.48,20.0,9.6,Central Texas
5623,5624,WALM010,Laredo,Fashion accessories,40.0,3.0,2023-11-15,1900-01-01 18:32:00,Credit card,7.0,0.48,120.0,57.6,South Texas
5624,5625,WALM019,Pasadena,Home and lifestyle,39.0,1.0,2022-11-18,1900-01-01 19:28:00,Credit card,7.0,0.48,39.0,18.72,Greater Houston
5625,5626,WALM091,Little Elm,Fashion accessories,59.0,3.0,2021-06-12,1900-01-01 18:17:00,Credit card,6.0,0.33,177.0,58.41,DFW Metroplex
5626,5627,WALM031,Lewisville,Home and lifestyle,49.0,1.0,2023-12-31,1900-01-01 17:12:00,Credit card,6.0,0.48,49.0,23.52,DFW Metroplex
5627,5628,WALM060,DeSoto,Fashion accessories,49.0,1.0,2023-02-11,1900-01-01 18:23:00,Credit card,7.0,0.33,49.0,16.17,DFW Metroplex
5628,5629,WALM021,McAllen,Home and lifestyle,40.0,3.0,2022-04-11,1900-01-01 17:44:00,Credit card,5.0,0.48,120.0,57.6,South Texas
5629,5630,WALM072,Lancaster,Fashion accessories,41.0,1.0,2022-10-11,1900-01-01 17:08:00,Credit card,5.0,0.33,41.0,13.53,DFW Metroplex
5630,5631,WALM100,Canyon,Home and lifestyle,62.0,2.0,2021-12-31,1900-01-01 17:06:00,Credit card,3.0,0.18,124.0,22.32,West Texas
5631,5632,WALM015,Grand Prairie,Fashion accessories,63.0,1.0,2021-02-12,1900-01-01 18:36:00,Credit card,4.0,0.48,63.0,30.24,DFW Metroplex
5632,5633,WALM094,Alamo,Home and lifestyle,76.0,2.0,2023-04-12,1900-01-01 20:49:00,Credit card,5.0,0.33,152.0,50.16,South Texas
5633,5634,WALM062,Galveston,Fashion accessories,82.0,2.0,2021-12-25,1900-01-01 19:43:00,Credit card,3.0,0.33,164.0,54.12,Greater Houston
5634,5635,WALM066,Grapevine,Home and lifestyle,30.0,2.0,2023-11-30,1900-01-01 15:40:00,Credit card,7.0,0.33,60.0,19.8,DFW Metroplex
5635,5636,WALM080,Nacogdoches,Fashion accessories,84.0,2.0,2023-08-12,1900-01-01 20:28:00,Credit card,3.0,0.33,168.0,55.44,East Texas
5636,5637,WALM022,Mesquite,Home and lifestyle,24.0,2.0,2022-01-12,1900-01-01 16:12:00,Credit card,7.0,0.48,48.0,23.04,DFW Metroplex
5637,5638,WALM016,Brownsville,Fashion accessories,74.0,1.0,2021-11-25,1900-01-01 16:21:00,Credit card,5.0,0.48,74.0,35.52,South Texas
5638,5639,WALM031,Lewisville,Home and lifestyle,36.0,3.0,2021-02-11,1900-01-01 19:12:00,Credit card,3.0,0.48,108.0,51.84,DFW Metroplex
5639,5640,WALM010,Laredo,Fashion accessories,46.0,3.0,2022-11-14,1900-01-01 20:48:00,Credit card,3.0,0.48,138.0,66.24,South Texas
5640,5641,WALM067,Haltom City,Home and lifestyle,30.0,3.0,2020-10-11,1900-01-01 20:57:00,Credit card,6.0,0.33,90.0,29.7,DFW Metroplex
5641,5642,WALM019,Pasadena,Fashion accessories,56.0,3.0,2023-12-23,1900-01-01 15:04:00,Credit card,6.0,0.48,168.0,80.64,Greater Houston
5642,5643,WALM011,Lubbock,Home and lifestyle,82.0,1.0,2023-02-12,1900-01-01 20:35:00,Credit card,4.0,0.48,82.0,39.36,West Texas
5643,5644,WALM052,Mansfield,Fashion accessories,61.0,1.0,2022-11-20,1900-01-01 20:52:00,Credit card,3.0,0.57,61.0,34.77,DFW Metroplex
5644,5645,WALM076,Huntsville,Home and lifestyle,52.0,3.0,2022-11-21,1900-01-01 20:24:00,Credit card,4.0,0.33,156.0,51.48,Central Texas
5645,5646,WALM067,Haltom City,Fashion accessories,39.0,1.0,2021-09-12,1900-01-01 18:54:00,Credit card,6.0,0.33,39.0,12.87,DFW Metroplex
